,index,long_hair,forehead_width_cm,forehead_height_cm,forehead_width_mm,forehead_width_conventional_units,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender,index,long_hair,forehead_width_cm,forehead_height_cm,forehead_width_mm,forehead_width_conventional_units,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
63,63,0.21720661543808772,14.3,5.6,143.0,0.18709677419354842,0.5976585887472872,0.7435873032358262,0.8372158949242943,0.5657917774638116,,2578,0.9052363678828499,13.7,6.1,137.0,0.14838709677419348,0.2261222078545525,0.43643596958665487,0.08824610198426391,0.0863753434648909,Female
64,64,0.5835489341876543,13.9,6.5,139.0,0.16129032258064516,0.37404690059798523,0.34114634433832314,0.03081782280416312,0.08760000163212966,,2579,0.37451324420393683,15.4,5.9,154.0,0.25806451612903225,0.49129089466468256,0.6352226291982181,0.8697532441135399,0.9577922483342893,Male
65,65,0.9013883988026163,11.8,5.1,118.0,0.02580645161290325,0.11809271934344756,0.11700589553461488,0.8521855344911444,0.7082636183971063,,2580,0.666236654846089,15.0,6.5,150.0,0.23225806451612901,0.876300384812634,0.973279034096532,0.6202965505074058,0.7960544376647913,Male
66,66,0.7982178842145597,14.2,6.2,142.0,0.18064516129032251,0.0068309820479962036,0.3953659757513053,0.2910296376394534,0.37703839432661734,,2581,0.8002894220356498,12.1,7.0,121.0,0.0451612903225806,0.6838965800281438,0.6772462145096529,0.8478406569433534,0.936125115243336,Male
67,67,0.693500348529156,11.7,6.2,117.0,0.01935483870967735,0.38462413392137157,0.7354596848109307,0.0477376474626513,0.039688925480636295,,2582,0.5767282351512661,12.4,6.9,124.0,0.06451612903225806,0.7250134577667564,0.9671304313241724,0.6660365605332919,0.8986716520261843,Male
68,68,0.9602847755925901,14.2,5.8,142.0,0.18064516129032251,0.48522958719654835,0.3983029349538423,0.6283664781097167,0.12976533729658735,,2583,0.6425563725328085,14.2,6.1,142.0,0.18064516129032251,0.0723240609724381,0.8197000682848941,0.11814298641568344,0.406249021783752,Female
69,69,0.29160727957795196,12.1,6.3,121.0,0.0451612903225806,0.2449805727289368,0.3441090429556493,0.8900463679722734,0.9091222168212976,,2584,0.8484409598910752,13.2,6.2,132.0,0.11612903225806445,0.6514493136352573,0.6160998326600233,0.7654187536718828,0.6439342039503508,Male
70,70,0.5465718459807931,11.8,6.1,118.0,0.02580645161290325,0.482833351264366,0.05325027276007305,0.23195458323029494,0.36778653213355905,,2585,0.5512202839494205,13.9,6.0,139.0,0.16129032258064516,0.7729626161017797,0.3451078579872249,0.25620101693630243,0.22517969545430822,Female
71,71,0.7096869533405565,15.1,6.0,151.0,0.23870967741935478,0.8727168504526432,0.7418429341704127,0.9987329005030932,0.6341297364505036,,2586,0.5865070400539258,13.7,6.0,137.0,0.14838709677419348,0.1397365036885998,0.3191294101741073,0.01673661518767,0.4572045372470123,Female
72,72,0.8989379202335945,13.2,6.2,132.0,0.11612903225806445,0.5074539864464576,0.7757794892766647,0.606321559679139,0.7710563407892435,,2587,0.693673480757617,14.2,5.7,142.0,0.18064516129032251,0.4955259201523276,0.3979648916876214,0.4593070473386316,0.4493470184815729,Female
73,73,0.5419773574376633,15.0,6.8,150.0,0.23225806451612901,0.7339843828526713,0.2699478013394264,0.23771022356231897,0.37698376450440196,,2588,0.9110834915559979,12.9,5.6,129.0,0.0967741935483871,0.9413866307293259,0.8085575661475526,0.3484609508408349,0.30003028108754154,Male
74,74,0.724133832097693,14.2,6.5,142.0,0.18064516129032251,0.11044527022480011,0.030255232560741918,0.9409669222611967,0.8627151120755097,,2589,0.610026081560489,11.9,5.9,119.0,0.03225806451612903,0.0833113603038314,0.10884220496956543,0.09244777246618174,0.8140230145138019,Female
75,75,0.29019017873060665,12.4,6.0,124.0,0.06451612903225806,0.11876568636806767,0.6997441257911563,0.24525870054287935,0.14003196167985377,,2590,0.9550617697245165,15.5,5.7,155.0,0.264516129032258,0.8696845988197057,0.7262141548433914,0.9416780423573481,0.6733859701020919,Male
76,76,0.6698203272732108,14.1,5.2,141.0,0.17419354838709672,0.019987807282086434,0.34643060520277275,0.06999409677107438,0.07353942812777708,,2591,0.8894591315133921,12.4,5.5,124.0,0.06451612903225806,0.5479584593390638,0.05724546181095724,0.3794569802490966,0.3702363320354768,Female
77,77,0.6668451389298127,13.9,5.9,139.0,0.16129032258064516,0.6614142892754776,0.21942080201794456,0.5719440642031796,0.550933107784076,,2592,0.6337713281752899,13.6,6.5,136.0,0.1419354838709677,0.5682239404633107,0.6499459537701646,0.6720989548875266,0.6202691174503507,Male
78,78,0.5590136286217134,11.8,6.0,118.0,0.02580645161290325,0.7260645488233199,0.8160770213049188,0.7251489368389805,0.8907119450484218,,2593,0.825691315406119,14.9,6.3,149.0,0.22580645161290322,0.9252261385510081,0.6244496242893269,0.8885353343011339,0.6293882266331361,Male
79,79,0.9331248078089172,11.6,7.1,116.0,0.012903225806451568,0.48908887872077006,0.8588904066757688,0.6865564396308375,0.91528426623759,,2594,0.6122144314350814,13.5,7.1,135.0,0.13548387096774192,0.7551348426683911,0.36942742015166874,0.8332878361449912,0.9598930309675646,Male
80,80,0.5192728079708979,12.4,6.5,124.0,0.06451612903225806,0.1339445690723261,0.10370252222292797,0.18247653932410496,0.09646970439743696,,2595,0.863615421639294,11.4,5.8,114.0,0.0,0.16525540756954665,0.4293284372323785,0.41708718001417316,0.059156286147227344,Female
81,81,0.49146497823886826,11.5,5.9,115.0,0.006451612903225784,0.409374796645504,0.38240029818557636,0.1703435916536889,0.17981280728868215,,2596,0.6836985960179154,12.7,7.0,127.0,0.08387096774193542,0.9327012145787641,0.893309777754691,0.24991714065610227,0.737677646214909,Male
82,82,0.6917391653566656,13.7,6.7,137.0,0.14838709677419348,0.7568899321838984,0.9576327713892019,0.5324690196360846,0.6409188783166679,,2597,0.31589330066407284,11.5,5.3,115.0,0.006451612903225784,0.71106606072798,0.8964921263928325,0.8794888770561928,0.6041263396721266,Male
83,83,0.9822054107432923,12.2,5.1,122.0,0.05161290322580638,0.3160903734382788,0.5872562724082955,0.16707288871376058,0.4670875638023031,,2598,0.9043171632640092,11.8,6.1,118.0,0.02580645161290325,0.36144510750965375,0.25242257447513194,0.44458291325586263,0.6971926554441589,Female
84,84,0.5989851854092376,13.7,5.1,137.0,0.14838709677419348,0.20502998516451582,0.04188080965728297,0.45563132732567646,0.5081897405010528,,2599,0.21972320378378696,12.5,5.3,125.0,0.07096774193548384,0.26608246564312077,0.35357785675278974,0.12397955731037119,0.2727492924454449,Female
85,85,0.5679341013105971,12.5,5.6,125.0,0.07096774193548384,0.8438841725285973,0.6258404094450467,0.4589532122341136,0.711810991562675,,2600,0.9969274286192553,12.1,5.8,121.0,0.0451612903225806,0.29068063979253606,0.12105185382343092,0.2628748587086465,0.05186755560843476,Female
86,86,0.8883817013886358,11.9,6.0,119.0,0.03225806451612903,0.8366779234022494,0.6338019580237662,0.7876470753568412,0.718099423371324,,2601,0.9026441580936313,15.1,5.5,151.0,0.23870967741935478,0.9300841577858318,0.5186549351587679,0.8676399231875163,0.5787283068356878,Male
87,87,0.7276686483292448,12.4,6.1,124.0,0.06451612903225806,0.213621445377511,0.27396868989619516,0.0765322068061896,0.21846127426930745,,2602,0.6236321225934647,14.5,5.6,145.0,0.19999999999999998,0.9783822428862683,0.6437823968431149,0.7033487162029356,0.9739775358674104,Male
88,88,0.6770961399827251,12.6,5.9,126.0,0.07741935483870963,0.306130618092192,0.4828190808623554,0.5424515811034745,0.7095370265919315,,2603,0.21437943076286992,14.4,6.5,144.0,0.1935483870967742,0.5695842723618763,0.10865171600452544,0.8175768919852479,0.7583361218722651,Male
89,89,0.5829676831360613,14.1,6.2,141.0,0.17419354838709672,0.8488201012411531,0.08591682288499869,0.5338735218999474,0.8932152734796368,,2604,0.8349675366355529,12.3,5.6,123.0,0.05806451612903228,0.40993348345062103,0.15142972829382956,0.41032129978617493,0.26005367996851947,Female
90,90,0.7910282307181276,12.3,5.6,123.0,0.05806451612903228,0.5739965618925772,0.4207235820710659,0.4435676786505071,0.2602138718776197,,2605,0.5835904760926284,11.5,6.5,115.0,0.006451612903225784,0.02207266309801964,0.5046015745658521,0.88568451214674,0.6592482408263958,Male
91,91,0.8667851098160658,12.9,5.1,129.0,0.0967741935483871,0.32603100122092393,0.3601414037157275,0.16009644331634887,0.338582781338168,,2606,0.8439068729589856,12.7,5.6,127.0,0.08387096774193542,0.6966470014503193,0.6418330046445623,0.8936393163747902,0.8662741656947093,Male
92,92,0.7182731770643511,13.3,5.9,133.0,0.12258064516129034,0.5101719912094635,0.8267781156474561,0.8158191476418826,0.651147487625594,,2607,0.33085105405565846,12.0,6.8,120.0,0.03870967741935481,0.500532355518925,0.574869337179579,0.8594359028921459,0.9271293050514369,Male
93,93,0.028378983078270748,13.0,5.4,130.0,0.10322580645161288,0.3793834533032274,0.43254426937428014,0.4463939072211947,0.07327128908535313,,2608,0.007745175977216634,12.0,5.6,120.0,0.03870967741935481,0.41080569944809375,0.011044350167195127,0.10729341686595889,0.009788040999121728,Female
94,94,0.7737957996164373,12.2,6.5,122.0,0.05161290322580638,0.7874025458473823,0.9130530134732143,0.3953176230538179,0.6383743873158878,,2609,0.09300712306850262,12.3,5.1,123.0,0.05806451612903228,0.3042932983875844,0.026904529783214448,0.47637057256711346,0.8395490681916506,Female
95,95,0.6377213870347,13.0,5.2,130.0,0.10322580645161288,0.18940195294459478,0.6216481293429041,0.8257779209090899,0.7472721008756738,,2610,0.7119422050207593,13.6,5.5,136.0,0.1419354838709677,0.7878918394984544,0.8034972249110149,0.9377856506689606,0.895648337068201,Male
